TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2157828	AT5G49520	AT5G49520.1	protein_coding	Encodes WRKY48, a member of the WRKY Transcription Factor. WRKY48 is a stress- and pathogen-induced transcriptional activator that represses plant basal defense. The mRNA is cell-to-cell mobile.	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 48; ATWRKY48; WRKY DNA-BINDING PROTEIN 48; WRKY48	 nucleus, DNA binding, DNA-binding transcription factor activity, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cell-to-cell mobile RNA, collective leaf structure, cotyledon, defense response to bacterium, flower, flower pedicel, flowering stage, guard cell, hypocotyl, leaf apex, nucleus, petal, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, pollen, positive regulation of transcription, DNA-templated, response to bacterium, response to chitin, root, sepal, shoot apex, stamen, stem, transcription cis-regulatory region binding, vascular leaf	true
Gene:1005713630	AT5G45050	AT5G45050.2	protein_coding	Encodes a member of the WRKY Transcription Factor (Group II-e) family.	ATWRKY16; WRKY16	 vacuolar membrane, cultured plant cell, ADP binding, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, defense response to bacterium, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, innate immune response-activating signal transduction, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, regulation of transcription, DNA-templated, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vacuolar membrane, vascular leaf, vascular leaf senescent stage	false
Gene:2118105	AT4G12010	AT4G12010.1	protein_coding	Leucine-rich repeat domain (NLR) receptor. Dominant negative alleles suppress catma3 autoimmunity. Co-regulates with WRKY19 basal levels of immunity to root-knot nematodes.	DOMINANT SUPRESSOR OF CAMTA3 NUMBER 1; DSC1	 ADP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NAD(P)+ nucleosidase activity, NAD+ nucleotidase, cyclic ADP-ribose generating, carpel, cauline leaf, collective leaf structure, cotyledon, defense response to bacterium, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, root, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:2155346	AT5G45050	AT5G45050.1	protein_coding	Encodes a member of the WRKY Transcription Factor (Group II-e) family.	ATWRKY16; WRKY16	 vacuolar membrane, cultured plant cell, ADP binding, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, defense response to bacterium, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, innate immune response-activating signal transduction, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, regulation of transcription, DNA-templated, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vacuolar membrane, vascular leaf, vascular leaf senescent stage	false
Gene:6530297389	AT4G12850	AT4G12850.3	protein_coding	Encodes one of four FRS (FAR1-RELATED SEQUENCE) factor-like genes in Arabidopsis.  FRS factors are characterized by having an N-terminal C2H2-type chelating motif of the WRKY- Glial Cell Missing1 family, a central core transposase domain of Mutator-like element transposases, and a C-terminal SWIM domain. The four FRF-like genes in  Arabidopsis share only the N-terminal motif with FRS proteins.	FAR1-RELATED SEQUENCES-RELATED FACTOR3; FRF3	 guard cell, nucleus, protein binding	true
Gene:6532556721	AT2G25000	AT2G25000.2	protein_coding	Pathogen-induced transcription factor. Forms protein complexes with itself and with WRKY40. Coexpression with WRKY18 or WRKY40 made plants more susceptible to both  P. syringae and B. cinerea. WRKY18, WRKY40, and WRKY60 have partially redundant roles in response to the hemibiotrophic bacterial pathogen Pseudomonas syringae and the necrotrophic fungal pathogen Botrytis cinerea, with WRKY18 playing a more important role than the other two.		 nucleus, DNA-binding transcription factor activity, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, cauline leaf, collective leaf structure, cotyledon, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, identical protein binding, inflorescence meristem, leaf, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, protein binding, regulation of defense response, regulation of transcription, DNA-templated, response to molecule of bacterial origin, response to salicylic acid, root, seed, sepal, sequence-specific DNA binding, shoot apex, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2122495	AT4G39410	AT4G39410.1	protein_coding	Encodes a member of the Group II-c WRKY Transcription Factor family that is involved in stem development and has been shown to  directly bind to the promoter of NST2. WRKY13 binds to the promoter of DCD to upregulate its expression and hydrogen sulfide production to enhance plant cadmium tolerance. Mutants show a weak stem phenotype and show decreased expression of lignin-synthesis-related genes.	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 13; ATWRKY13; WRKY DNA-BINDING PROTEIN 13; WRKY13	 nucleus, DNA-binding transcription factor activity, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, RNA polymerase II cis-regulatory region sequence-specific DNA binding, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, hypocotyl, inflorescence meristem, leaf apex, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, positive regulation of sclerenchyma cell differentiation, positive regulation of transcription, DNA-templated, protein binding, regulation of lignin biosynthetic process, root, seed, sepal, shoot apex, shoot system, stele, stem, stem internode, stress response to cadmium ion, transcription cis-regulatory region binding, vascular leaf	false
Gene:2120622	AT4G22070	AT4G22070.1	protein_coding	member of WRKY Transcription Factor; Group II-b	ATWRKY31; WRKY DNA-BINDING PROTEIN 31; WRKY31	 nucleus, DNA-binding transcription factor activity, collective leaf structure, flower, flowering stage, nucleus, petal, petal differentiation and expansion stage, plant sperm cell, protein binding, regulation of transcription, DNA-templated, root, sequence-specific DNA binding	false
Gene:1006229715	AT1G69310	AT1G69310.2	protein_coding	Encodes WRKY57, a member of the WRKY Transcription Factor. Activation of WRKY57 confers drought tolerance.	ATWRKY57; WRKY DNA-BINDING PROTEIN 57; WRKY57	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, endosperm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, nucleus, petal, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, pollen, regulation of transcription, DNA-templated, response to osmotic stress, response to salt stress, response to water deprivation, root, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	true
Gene:6532550422	AT4G12020	AT4G12020.5	protein_coding	Encodes a member of the A1 subgroup of the MEKK (MAPK/ERK kinase kinase) family. MEKK is another name for Mitogen-Activated Protein Kinase Kinase Kinase (MAPKKK or MAP3K).  This subgroup has four members: At4g08500 (MEKK1, also known as ARAKIN, MAP3Kb1, MAPKKK8), At4g08480 (MEKK2, also known as MAP3Kb4, MAPKKK9),  At4g08470 (MEKK3, also known as MAP3Kb3, MAPKKK10) and At4g12020 (MEKK4, also known as MAP3Kb5, MAPKKK11, WRKY19).  Nomenclatures for mitogen-activated protein kinases are described in Trends in Plant Science 2002,7(7):301. Co-regulates with DSC1  basal levels of immunity to root-knot nematodes.		 chloroplast, ADP binding, DNA-binding transcription factor activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, chloroplast envelope, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein kinase activity, protein phosphorylation, regulation of transcription, DNA-templated, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	false
Gene:6532559780	AT4G31800	AT4G31800.3	protein_coding	Pathogen-induced transcription factor. Binds W-box sequences  in vitro. Forms protein complexes with itself and with WRKY40 and WRKY60. Constitutive expression of WRKY18  enhanced resistance to P. syringae, but its coexpression with WRKY40 or WRKY60 made plants more susceptible to both  P. syringae and B. cinerea. WRKY18, WRKY40, and WRKY60 have partially redundant roles in response to the hemibiotrophic bacterial pathogen Pseudomonas syringae and the necrotrophic fungal pathogen Botrytis cinerea, with WRKY18 playing a more important role than the other two.The mRNA is cell-to-cell mobile.		 cytoplasm, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, identical protein binding, inflorescence meristem, leaf, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phloem, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, regulation of defense response, regulation of defense response to virus by host, regulation of transcription, DNA-templated, response to chitin, response to molecule of bacterial origin, response to salicylic acid, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2024582	AT1G64000	AT1G64000.1	protein_coding	member of WRKY Transcription Factor; Group II-c	ATWRKY56; WRKY DNA-BINDING PROTEIN 56; WRKY56	 nucleus, DNA-binding transcription factor activity, nucleus, protein binding, regulation of transcription, DNA-templated, sequence-specific DNA binding	true
Gene:6532545987	AT5G07100	AT5G07100.5	protein_coding	Encodes WRKY DNA-binding protein 26 (WRKY26).		 nucleus, DNA-binding transcription factor activity, LP.04 four leaves visible stage, LP.06 six leaves visible stage, carpel, cauline leaf, cellular heat acclimation, cellular response to heat, collective leaf structure, cotyledon, endosperm, flowering stage, guard cell, hypocotyl, nucleus, protein binding, regulation of transcription, DNA-templated, root, sepal, sequence-specific DNA binding, stamen, stem, vascular leaf	true
Gene:1009021955	AT3G04670	AT3G04670.2	protein_coding	member of WRKY Transcription Factor; Group II-d	ATWRKY39; WRKY DNA-BINDING PROTEIN 39; WRKY39	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calmodulin binding, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, regulation of transcription, DNA-templated, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532558337	AT4G22070	AT4G22070.2	protein_coding	member of WRKY Transcription Factor; Group II-b		 nucleus, DNA-binding transcription factor activity, collective leaf structure, flower, flowering stage, nucleus, petal, petal differentiation and expansion stage, plant sperm cell, protein binding, regulation of transcription, DNA-templated, root, sequence-specific DNA binding	false
Gene:2102523	AT3G56390	AT3G56390.1	protein_coding	TRP is a novel transcription factor. The protein shows similarity to WRKY transcription factors but does not interact with W-box sequences, nor does it appear to activate transcription in one-hybrid assays.TRP binds to and acts antagonistically to ZPF5 in trichome initiation, possibly by blocking ZPF5 binding to its target ZPF8.	TRICHOME RELATED PROTEIN; TRP	 mitochondrion, cellular response to gibberellin stimulus, cytosol, mitochondrion, negative regulation of trichome patterning, nucleus, protein binding, trichome	true
Gene:2133528	AT4G08470	AT4G08470.1	protein_coding	Encodes a member of the A1 subgroup of the MEKK (MAPK/ERK kinase kinase) family. MEKK is another name for Mitogen-Activated Protein Kinase Kinase Kinase (MAPKKK or MAP3K).  This subgroup has four members: At4g08500 (MEKK1, also known as ARAKIN, MAP3Kb1, MAPKKK8), At4g08480 (MEKK2, also known as MAP3Kb4, MAPKKK9),  At4g08470 (MEKK3, also known as MAP3Kb3, MAPKKK10) and At4g12020 (MEKK4, also known as MAP3Kb5, MAPKKK11, WRKY19).  Nomenclatures for mitogen-activated protein kinases are described in Trends in Plant Science 2002, 7(7):301.	MAPK/ERK KINASE KINASE 3; MAPKKK10; MEKK3	 cytoplasm, ATP binding, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, protein kinase activity, protein phosphorylation, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2079650	AT3G07500	AT3G07500.1	protein_coding	Encodes one of four FRS (FAR1-RELATED SEQUENCE) factor-like genes in Arabidopsis.  FRS factors are characterized by having an N-terminal C2H2-type chelating motif of the WRKY- Glial Cell Missing1 family, a central core transposase domain of Mutator-like element transposases, and a C-terminal SWIM domain. The four FRF-like genes in  Arabidopsis share only the N-terminal motif with FRS proteins.	FAR1-RELATED SEQUENCES-RELATED FACTOR2; FRF2	 nucleus, guard cell, nucleus	true
Gene:6532548654	AT4G12850	AT4G12850.4	protein_coding	Encodes one of four FRS (FAR1-RELATED SEQUENCE) factor-like genes in Arabidopsis.  FRS factors are characterized by having an N-terminal C2H2-type chelating motif of the WRKY- Glial Cell Missing1 family, a central core transposase domain of Mutator-like element transposases, and a C-terminal SWIM domain. The four FRF-like genes in  Arabidopsis share only the N-terminal motif with FRS proteins.		 nucleus, guard cell, nucleus, protein binding	true
Gene:6532563474	AT1G69310	AT1G69310.3	protein_coding	Encodes WRKY57, a member of the WRKY Transcription Factor. Activation of WRKY57 confers drought tolerance.		 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, endosperm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, nucleus, petal, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, pollen, regulation of transcription, DNA-templated, response to osmotic stress, response to salt stress, response to water deprivation, root, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	true
Gene:6532552780	AT4G26640	AT4G26640.4	protein_coding	member of WRKY Transcription Factor; Group I		 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, positive regulation of transcription, DNA-templated, regulation of transcription, DNA-templated, response to 1-aminocyclopropane-1-carboxylic acid, response to wounding, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	true
Gene:2025686	AT1G80840	AT1G80840.1	protein_coding	Pathogen-induced transcription factor. Binds W-box sequences  in vitro. Forms protein complexes with itself and with WRKY40 and WRKY60. Coexpression with WRKY18 or WRKY60 made plants more susceptible to both P. syringae and B. cinerea. WRKY18, WRKY40, and WRKY60 have partially redundant roles in response to the hemibiotrophic bacterial pathogen Pseudomonas syringae and the necrotrophic fungal pathogen Botrytis cinerea, with WRKY18 playing a more important role than the other two. The mRNA is cell-to-cell mobile.	ATWRKY40; WRKY DNA-BINDING PROTEIN 40; WRKY40	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, negative regulation of transcription, DNA-templated, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo globular stage, pollen, protein binding, regulation of defense response, regulation of defense response to virus by host, response to chitin, response to molecule of bacterial origin, response to salicylic acid, response to wounding, root, sepal, shoot apex, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	true
Gene:2065123	AT2G47260	AT2G47260.1	protein_coding	Encodes a member of WRKY Transcription Factor; Group I. Involved in nematode feeding site establishment and auxin mediated PIN polar localization in roots. Expression is induced by auxin.	ATWRKY23; WRKY DNA-BINDING PROTEIN 23; WRKY23	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, collective leaf structure, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, protein localization involved in auxin polar transport, regulation of transcription, DNA-templated, response to auxin, response to nematode, root, seed, sepal, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	true
Gene:3699066	AT3G59470	AT3G59470.1	protein_coding	Encodes one of four FRS (FAR1-RELATED SEQUENCE) factor-like genes in Arabidopsis.  FRS factors are characterized by having an N-terminal C2H2-type chelating motif of the WRKY- Glial Cell Missing1 family, a central core transposase domain of Mutator-like element transposases, and a C-terminal SWIM domain. The four FRF-like genes in  Arabidopsis share only the N-terminal motif with FRS proteins. FRF1 has been shown to bind the RB-box in vitro.  The RB-box contributes to restricting SHOOTMERISTEMLESS expression to the shoot apical meristem.	FAR1-RELATED SEQUENCES-RELATED FACTOR1; FRF1	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cis-regulatory region sequence-specific DNA binding, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, protein binding, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532555251	AT3G01080	AT3G01080.3	protein_coding	member of WRKY Transcription Factor; Group I		 nucleus, DNA-binding transcription factor activity, guard cell, nucleus, regulation of defense response, regulation of transcription, DNA-templated, sequence-specific DNA binding, stem	true
Gene:2058567	AT2G23320	AT2G23320.1	protein_coding	Encodes WRKY DNA-binding protein 15 (WRKY15).	ATWRKY15; WRKY DNA-BINDING PROTEIN 15; WRKY15	 nucleus, DNA-binding transcription factor activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, calmodulin binding, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, regulation of transcription, DNA-templated, response to chitin, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	true
Gene:2049851	AT2G37260	AT2G37260.1	protein_coding	Encodes a protein similar to WRKY transcription factors that is expressed in the seed integument and endosperm. Mutants are defective in proanthocyanidin synthesis and seed mucilate deposition. Seeds are yellow colored. Seed size is also affected; seeds  are reduced in size but only when the mutant allele is transmitted through the female parent.Loss of function alleles are associated with a reduction in interploidy lethality.	ATWRKY44; DR. STRANGELOVE 1; DSL1; TRANSPARENT TESTA GLABRA 2; TTG2; WRKY44	 nucleus, DNA-binding transcription factor activity, epidermal cell fate specification, flower, guard cell, hypocotyl, leaf trichome, mature plant embryo stage, non-hair root epidermal cell, nucleus, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, regulation of transcription, DNA-templated, root, seed, seed coat development, sequence-specific DNA binding, shoot apex, shoot system, stem, vascular leaf	true
Gene:3438911	AT4G31800	AT4G31800.1	protein_coding	Pathogen-induced transcription factor. Binds W-box sequences  in vitro. Forms protein complexes with itself and with WRKY40 and WRKY60. Constitutive expression of WRKY18  enhanced resistance to P. syringae, but its coexpression with WRKY40 or WRKY60 made plants more susceptible to both  P. syringae and B. cinerea. WRKY18, WRKY40, and WRKY60 have partially redundant roles in response to the hemibiotrophic bacterial pathogen Pseudomonas syringae and the necrotrophic fungal pathogen Botrytis cinerea, with WRKY18 playing a more important role than the other two. The mRNA is cell-to-cell mobile.	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 18; ATWRKY18; WRKY DNA-BINDING PROTEIN 18; WRKY18	 nucleus, cultured plant cell, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, identical protein binding, inflorescence meristem, leaf, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phloem, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, regulation of defense response, regulation of defense response to virus by host, regulation of transcription, DNA-templated, response to chitin, response to molecule of bacterial origin, response to salicylic acid, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:3434604	AT1G13960	AT1G13960.1	protein_coding	Encodes WRKY DNA-binding protein 4 (WRKY4).	WRKY DNA-BINDING PROTEIN 4; WRKY4	 nucleus, DNA binding, DNA-binding transcription factor activity, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, negative regulation of defense response to bacterium, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, pollen, pollen tube cell, regulation of defense response to fungus, regulation of transcription, DNA-templated, response to ethylene, response to jasmonic acid, response to salicylic acid, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	true
Gene:6532553067	AT2G47090	AT2G47090.5	protein_coding	Ubiquitin E3 ligase. Regulates the stability of  WRKY33 to modulate the submergence response. Expression is repressed by hypoxia.	SR1	 nucleus, guard cell, nucleus, rescue of stalled ribosome, ubiquitin protein ligase activity	true
Gene:2044776	AT2G34830	AT2G34830.1	protein_coding	member of WRKY Transcription Factor; Group II-e	ATWRKY35; MATERNAL EFFECT EMBRYO ARREST 24; MEE24; WRKY DNA-BINDING PROTEIN 35; WRKY35	 nucleus, DNA-binding transcription factor activity, embryo development ending in seed dormancy, flower, nucleus, petal differentiation and expansion stage, pollen development, regulation of transcription, DNA-templated, root, sequence-specific DNA binding, shoot apex, transcription cis-regulatory region binding	true
Gene:4010713291	AT5G45260	AT5G45260.2	protein_coding	Confers resistance to Ralstonia solanacearum. Similar to NBLS-TIR resistance genes,and also contains similarity to transcription factors. Interacts with pathogen effector protein AvrPop2.	ARABIDOPSIS THALIANA WRKY DOMAIN PROTEIN 52; ATWRKY52; RESISTANT TO RALSTONIA SOLANACEARUM 1; RRS1; RRS1-R; SENSITIVE TO LOW HUMIDITY 1; SLH1	 cytoplasm, ADP binding, DNA binding, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell death, collective leaf structure, cotyledon, cytoplasm, defense response to bacterium, flower, flower pedicel, flowering stage, guard cell, hypocotyl, identical protein binding, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, regulation of transcription, DNA-templated, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
