TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2150470	AT5G28900	AT5G28900.1	protein_coding	Calcium-binding EF-hand family protein;(source:Araport11)		 cytosol, nucleus, NOT cytosol, calcium ion binding, cytoplasm, guard cell, nucleus, protein binding, protein dephosphorylation, protein phosphatase regulator activity, protein phosphatase type 2A complex	true
Gene:1006228675	AT3G59530	AT3G59530.2	protein_coding	Calcium-dependent phosphotriesterase superfamily protein;(source:Araport11)	ATLAP3; LAP3; LESS ADHERENT POLLEN 3	 mitochondrion, NOT strictosidine synthase activity, biosynthetic process, carpel, cauline leaf, collective leaf structure, flower, flowering stage, guard cell, mature plant embryo stage, mitochondrion, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen development, pollen exine formation, seed, sepal, shoot apex, stem	false
Gene:2031495	AT1G74010	AT1G74010.1	protein_coding	Calcium-dependent phosphotriesterase superfamily protein;(source:Araport11)		 extracellular region, L mature pollen stage, M germinated pollen stage, biosynthetic process, carpel, endosperm, extracellular region, flower, flowering stage, guard cell, hypocotyl, mitochondrion, petal, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, plant-type cell wall, plasma membrane, pollen, pollen tube cell, root, rosette leaf, sepal, stamen, stem, strictosidine synthase activity	true
Gene:2051128	AT2G33380	AT2G33380.1	protein_coding	Encodes a calcium binding protein whose mRNA is induced upon treatment with NaCl, ABA and in response to desiccation.  mRNA expression under drought conditions is apparent particularly in leaves and flowers. Isoform of caleosin with a role as a peroxygenase involved in oxylipin metabolism during biotic and abiotic stress. Involved in the production of 2-hydroxy-octadecatrienoic acid.  The peroxygenase has a narrow substrate specificity thus acting as a fatty acid hydroperoxide reductase in vivo.	ARABIDOPSIS THALIANA CALEOSIN 3; ATCLO3; ATRD20; CALEOSIN 3; CLO-3; CLO3; PEROXYGENASE 3; PXG3; RD20; RESPONSIVE TO DESICCATION 20	 vacuole, (R)-2-hydroxy-alpha-linolenic acid biosynthetic process, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT response to cold, calcium ion binding, carpel, cauline leaf, chloroplast membrane, collective leaf structure, cotyledon, defense response to fungus, endoplasmic reticulum, flower, flower pedicel, flowering stage, fruit, guard cell, hydathode, hypocotyl, inflorescence meristem, intracellular membrane-bounded organelle, leaf apex, leaf lamina base, mature plant embryo stage, monolayer-surrounded lipid storage body, monooxygenase activity, oxylipin metabolic process, papilla cell, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant seed peroxidase activity, pollen, regulation of reactive oxygen species metabolic process, response to abscisic acid, response to cold, response to desiccation, response to fungus, response to salicylic acid, response to salt stress, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, stomatal movement, trichome, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:2119741	AT4G20080	AT4G20080.1	protein_coding	Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein;(source:Araport11)	MCTP11; MULTIPLE C2 DOMAIN AND TRANSMEMBRANE REGION PROTEIN 11	 nucleus, endoplasmic reticulum, flower, nucleus, plant ovule, pollen	false
Gene:2151683	AT5G37740	AT5G37740.1	protein_coding	Calcium-dependent lipid-binding (CaLB domain) family protein;(source:Araport11)		 GTPase activator activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, lipid binding, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phospholipid binding, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, positive regulation of GTPase activity, positive regulation of abscisic acid-activated signaling pathway, protein binding, protein homodimerization activity, protein self-association, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2163380	AT5G44460	AT5G44460.1	protein_coding	Calcium sensor.	CALMODULIN LIKE 43; CML43	 plasma membrane, response to cadmium ion, cultured plant cell, calcium ion binding, cell-to-cell mobile RNA, cultured plant cell, plasma membrane, response to cadmium ion, root	true
Gene:3687469	AT1G70800	AT1G70800.1	protein_coding	Encodes a novel NPH3/phototropin binding factor with a calcium binding domain that negatively affects hypocotyl bending under blue light conditions in Arabidopsis thaliana and may regulate phototropism.	C2-DOMAIN ABA-RELATED6; CAR6; EHB1; ENHANCED BENDING 1	 GTPase activator activity, gravitropism, guard cell, nucleus, phospholipid binding, phototropism, plasma membrane, positive regulation of GTPase activity, positive regulation of abscisic acid-activated signaling pathway, protein binding, response to blue light	true
Gene:1005715009	AT2G38170	AT2G38170.2	protein_coding	Encodes a high affinity vacuolar calcium antiporter.  The residue His 338 is critical to Ca2+ transport activity. Disruption of CAX1 reduces manganese and zinc of shoot tissue and results in a decrease in the activity of vacuolar V-type proton ATPase.	ATCAX1; CATION EXCHANGER 1; CAX1; RARE COLD INDUCIBLE 4; RCI4	 chloroplast, vacuole, vascular leaf, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calcium ion transmembrane transport, calcium ion transmembrane transporter activity, calcium ion transport, calcium:cation antiporter activity, calcium:proton antiporter activity, carpel, cauline leaf, cellular calcium ion homeostasis, cellular manganese ion homeostasis, cellular zinc ion homeostasis, chloroplast, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, phosphate ion homeostasis, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plant-type vacuole membrane, pollen, portion of vascular tissue, protein binding, response to salt stress, root, seed, sepal, shoot apex, shoot system, stamen, stem, vacuolar membrane, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:1009021420	AT2G41100	AT2G41100.3	protein_coding	encodes a calmodulin-like protein, with six potential calcium binding domains. Calcium binding shown by Ca(2+)-specific shift in electrophoretic mobility. Expression induced by touch and darkness. Expression may also be developmentally controlled. Expression in growing regions of roots, vascular tissue, root/shoot junctions, trichomes, branch points of the shoot, and regions of siliques and flowers. The mRNA is cell-to-cell mobile.	ARABIDOPSIS THALIANA CALMODULIN LIKE 4; ATCAL4; CALMODULIN-LIKE 12; CML12; TCH3; TOUCH 3	 mitochondrion, vacuolar membrane, cultured plant cell, seedling development stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calcium ion binding, carpel, cauline leaf, cell-to-cell mobile RNA, cellular response to hypoxia, chloroplast, collective leaf structure, cotyledon, cultured plant cell, cytosol, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, leaf trichome, mRNA binding, mature plant embryo stage, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasmodesma, pollen, protein binding, response to absence of light, response to mechanical stimulus, response to temperature stimulus, root, root elongation zone, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, thigmotropism, vacuolar membrane, vascular leaf, vascular leaf senescent stage	true
Gene:6532561719	AT5G24270	AT5G24270.5	protein_coding	encodes a calcium sensor that is essential for K+ nutrition, K+/Na+ selectivity, and salt tolerance. The protein is similar to calcineurin B.  Lines carrying recessive mutations are hypersensitive to Na+ and Li+ stresses and is unable to grow in low K+. The growth defect is rescued by extracellular calcium.		 plasma membrane, N-terminal protein myristoylation, calcineurin complex, calcium ion binding, calcium-dependent protein serine/threonine phosphatase activity, cellular potassium ion homeostasis, collective leaf structure, cytoplasm, detection of calcium ion, flowering stage, guard cell, hypocotyl, hypotonic salinity response, petal, petal differentiation and expansion stage, plasma membrane, protein binding, root, sepal, stem	true
Gene:6532560035	AT3G59530	AT3G59530.3	protein_coding	Calcium-dependent phosphotriesterase superfamily protein;(source:Araport11)		 mitochondrion, NOT strictosidine synthase activity, biosynthetic process, carpel, cauline leaf, collective leaf structure, flower, flowering stage, guard cell, mature plant embryo stage, mitochondrion, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen development, pollen exine formation, seed, sepal, shoot apex, stem	false
Gene:2125550	AT4G03290	AT4G03290.1	protein_coding	EF hand calcium-binding protein family;(source:Araport11)		 nucleus, L mature pollen stage, M germinated pollen stage, calcium ion binding, carpel, collective leaf structure, cytoplasm, flower, flowering stage, nucleus, petal, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, pollen, pollen tube cell, response to cold, sepal, stamen	true
Gene:6532549426	AT1G11960	AT1G11960.2	protein_coding	Calcium channel that is phosphorylated by BIK1 in the presence of PAMPS and required for stomatal immunity.	OSCA1.3	 extracellular region, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, PAMP-triggered immunity signalling pathway, calcium activated cation channel activity, calcium channel activity, carpel, cauline leaf, collective leaf structure, cotyledon, extracellular region, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein binding, root, seed, sepal, shoot apex, shoot system, stamen, stem, stomatal movement, vascular leaf, vascular leaf senescent stage	false
Gene:2018163	AT1G52410	AT1G52410.1	protein_coding	Contains a novel calcium-binding repeat sequence.  Binds TSK in vitro.  Localizes to small cytoplasmic vesicles in interphase cells.  In cells synchronized for cell division, TSA1 and TSK relocalize to ends of spindle microtubules that are ahead of separating chromatids during metaphase and anaphase of mitosis.  May be involved in mitosis together with TSK. Expressed preferentially in the flower and shoot apex.  Can form multimers. The mRNA is cell-to-cell mobile.	ATTSA1; TSA1; TSK-ASSOCIATING PROTEIN 1	 nucleus, peroxisome, chloroplast thylakoid membrane, vacuole, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calcium ion binding, carpel, cauline leaf, cell-to-cell mobile RNA, chloroplast, chloroplast thylakoid membrane, collective leaf structure, cotyledon, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, peroxisome, petal, petal differentiation and expansion stage, petiole, photomorphogenesis, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, root, rosette leaf, secretory vesicle, seed, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:2024253	AT1G03960	AT1G03960.1	protein_coding	Calcium-binding EF hand family protein;(source:Araport11)		 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, calcium ion binding, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein dephosphorylation, protein phosphatase regulator activity, protein phosphatase type 2A complex, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2055460	AT2G34020	AT2G34020.1	protein_coding	Calcium-binding EF-hand family protein;(source:Araport11)		 chloroplast, calcium ion binding, chloroplast, root	true
Gene:2081859	AT3G51440	AT3G51440.1	protein_coding	Calcium-dependent phosphotriesterase superfamily protein;(source:Araport11)		 chloroplast, plant callus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, NOT strictosidine synthase activity, biosynthetic process, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, endoplasmic reticulum, flower, flowering stage, guard cell, hypocotyl, leaf lamina base, petal, petal differentiation and expansion stage, plant callus, plant embryo, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, response to ethylene, response to fungus, response to jasmonic acid, response to salicylic acid, response to virus, response to wounding, root, seed, sepal, shoot apex, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1009021547	AT2G33380	AT2G33380.2	protein_coding	Encodes a calcium binding protein whose mRNA is induced upon treatment with NaCl, ABA and in response to desiccation.  mRNA expression under drought conditions is apparent particularly in leaves and flowers. Isoform of caleosin with a role as a peroxygenase involved in oxylipin metabolism during biotic and abiotic stress. Involved in the production of 2-hydroxy-octadecatrienoic acid.  The peroxygenase has a narrow substrate specificity thus acting as a fatty acid hydroperoxide reductase in vivo.	ARABIDOPSIS THALIANA CALEOSIN 3; ATCLO3; ATRD20; CALEOSIN 3; CLO-3; CLO3; PEROXYGENASE 3; PXG3; RD20; RESPONSIVE TO DESICCATION 20	 vacuole, (R)-2-hydroxy-alpha-linolenic acid biosynthetic process, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT response to cold, calcium ion binding, carpel, cauline leaf, chloroplast membrane, collective leaf structure, cotyledon, defense response to fungus, endoplasmic reticulum, flower, flower pedicel, flowering stage, fruit, guard cell, hydathode, hypocotyl, inflorescence meristem, intracellular membrane-bounded organelle, leaf apex, leaf lamina base, mature plant embryo stage, monolayer-surrounded lipid storage body, monooxygenase activity, oxylipin metabolic process, papilla cell, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant seed peroxidase activity, pollen, regulation of reactive oxygen species metabolic process, response to abscisic acid, response to cold, response to desiccation, response to fungus, response to salicylic acid, response to salt stress, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, stomatal movement, trichome, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:6532561075	AT2G41100	AT2G41100.5	protein_coding	encodes a calmodulin-like protein, with six potential calcium binding domains. Calcium binding shown by Ca(2+)-specific shift in electrophoretic mobility. Expression induced by touch and darkness. Expression may also be developmentally controlled. Expression in growing regions of roots, vascular tissue, root/shoot junctions, trichomes, branch points of the shoot, and regions of siliques and flowers.The mRNA is cell-to-cell mobile.		 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calcium ion binding, carpel, cauline leaf, cell-to-cell mobile RNA, cellular response to hypoxia, chloroplast, collective leaf structure, cotyledon, cultured plant cell, cytosol, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, leaf trichome, mRNA binding, mature plant embryo stage, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasmodesma, pollen, protein binding, response to absence of light, response to mechanical stimulus, response to temperature stimulus, root, root elongation zone, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, thigmotropism, vacuolar membrane, vascular leaf, vascular leaf senescent stage	true
Gene:3703734	AT4G13262	AT4G13262.1	pseudogene	pseudogene of Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein;(source:Araport11)		 	false
Gene:504954287	AT5G22020	AT5G22020.1	protein_coding	Calcium-dependent phosphotriesterase superfamily protein;(source:Araport11)		 extracellular region, biosynthetic process, endoplasmic reticulum, extracellular region, guard cell, strictosidine synthase activity, vacuolar membrane	true
Gene:1009021216	AT1G10940	AT1G10940.2	protein_coding	Encodes a plant protein kinase similar to the calcium/calmodulin-dependent protein kinase subfamily and the SNF1 kinase subfamily (SnRK2) whose activity is activated by ionic (salt) and non-ionic (mannitol) osmotic stress. Kinase activity of its homolog in tobacco is induced by hyperosmotic condition within 1 minute. Phosphatidylinositol 4-phosphate 5-kinase (PIP5K) enzyme family member.	ARABIDOPSIS SERINE/THREONINE KINASE 1; ASK1; SNF1-RELATED PROTEIN KINASE 2.4; SNRK2-4; SNRK2.4; SRK2A; SUCROSE NONFERMENTING 1-RELATED PROTEIN KINASE 2-4	 plasma membrane, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, cytosol, extracellular region, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular signal transduction, kinase activity, leaf apex, leaf lamina base, mature plant embryo stage, membrane, nucleus, petal, petal differentiation and expansion stage, petiole, phosphatidic acid binding, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, pollen tube cell, primary root development, protein binding, protein kinase activity, protein phosphorylation, protein serine kinase activity, protein serine/threonine kinase activity, response to abscisic acid, response to osmotic stress, response to salt stress, root, rosette leaf, seed, seed dormant stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:4010712748	AT3G55470	AT3G55470.2	protein_coding	Calcium-dependent lipid-binding (CaLB domain) family protein;(source:Araport11)		 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, RNA binding, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532549425	AT1G11960	AT1G11960.3	protein_coding	Calcium channel that is phosphorylated by BIK1 in the presence of PAMPS and required for stomatal immunity.	OSCA1.3	 extracellular region, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, PAMP-triggered immunity signalling pathway, calcium activated cation channel activity, calcium channel activity, carpel, cauline leaf, collective leaf structure, cotyledon, extracellular region, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein binding, root, seed, sepal, shoot apex, shoot system, stamen, stem, stomatal movement, vascular leaf, vascular leaf senescent stage	false
Gene:6532548319	AT1G48090	AT1G48090.4	protein_coding	calcium-dependent lipid-binding family protein;(source:Araport11)		 L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, extrinsic component of membrane, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phosphatidylinositol binding, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasmodesma, pollen, pollen tube cell, protein retention in Golgi apparatus, protein targeting to vacuole, root, rosette leaf, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, trichome, vascular leaf, vascular leaf senescent stage	true
Gene:6532545559	AT5G55990	AT5G55990.2	protein_coding	Encodes a member of the Arabidopsis CBL (Calcineurin B-like Calcium Sensor) protein family.		 L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, calcium ion binding, calcium-mediated signaling, carpel, cauline leaf, collective leaf structure, cotyledon, cytosolic ribosome, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinase binding, leaf apex, leaf lamina base, mature plant embryo stage, membrane, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant-type vacuole membrane, plastid, pollen, pollen tube cell, potassium ion homeostasis, protein binding, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:4515101911	AT4G22120	AT4G22120.5	protein_coding	Calcium-permeable stretch activated cation channel.	CALCIUM PERMEABLE STRESS-GATED CATION CHANNEL 1; CSC1; OSCA1.2	 plasma membrane, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calcium activated cation channel activity, carpel, cation transport, cauline leaf, collective leaf structure, endosperm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mechanosensitive ion channel activity, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:3686838	AT1G09575	AT1G09575.1	protein_coding	Mitochondrial calcium channel.	MCU1; MITOCHONDRIAL CALCIUM UPTAKE1	 chloroplast, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, calcium channel activity, calcium import into the mitochondrion, carpel, chloroplast, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, integral component of mitochondrial inner membrane, leaf apex, mitochondrial calcium ion homeostasis, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo globular stage, pollen, pollen tube cell, root, sepal, shoot apex, stamen, uniplex complex, uniporter activity, vascular leaf	true
Gene:6532554463	AT4G04740	AT4G04740.5	protein_coding	member of Calcium Dependent Protein Kinase		 plasma membrane, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calcium ion binding, calcium-dependent protein serine/threonine kinase activity, calmodulin binding, calmodulin-dependent protein kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular signal transduction, leaf apex, leaf lamina base, nucleus, peptidyl-serine phosphorylation, petal, petal differentiation and expansion stage, plasma membrane, protein autophosphorylation, protein binding, protein kinase activity, protein phosphatase binding, protein phosphorylation, protein serine kinase activity, regulation of stomatal movement, response to abscisic acid, response to cadmium ion, root, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:2060943	AT2G17990	AT2G17990.1	protein_coding	Calcium-dependent protein kinase 1 adaptor protein involved in vacuolar transport and lytic vacuole biogenesis.	ATCAP2; CALCIUM-DEPENDENT PROTEIN KINASE 1 ADAPTOR PROTEIN 2	 plasma membrane, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, late endosome membrane, leaf apex, leaf lamina base, lytic vacuole organization, mature plant embryo stage, negative gravitropism, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, pollen tube cell, protein binding, response to red or far red light, root, seed, sepal, shoot apex, shoot system, stamen, stem, vacuolar transport, vascular leaf, vascular leaf senescent stage	true
Gene:2136916	AT4G09570	AT4G09570.1	protein_coding	Encodes a member of Calcium Dependent Protein Kinase (CDPK) gene family.Positive regulator of ABA signaling. Phosphorylates ABA responsive transcription factors ABF1 and ABF4.	ATCPK4; CALCIUM-DEPENDENT PROTEIN KINASE 4; CPK4	 plasma membrane, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, calcium ion binding, calcium-dependent protein serine/threonine kinase activity, calmodulin binding, calmodulin-dependent protein kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular signal transduction, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, peptidyl-serine phosphorylation, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, pollen tube cell, positive regulation of abscisic acid-activated signaling pathway, protein autophosphorylation, protein binding, protein kinase activity, protein serine kinase activity, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2172148	AT5G54590	AT5G54590.1	protein_coding	Splice variant At5g54590.2 encodes CRLK1 (440-amino acid in length) calcium/calmodulin-regulated receptor-like kinase crucial for cold tolerance. CRLK1 is Primarily localized in the plasma membrane.	CALCIUM/CALMODULIN-REGULATED RECEPTOR-LIKE KINASE 1; CRLK1	 calmodulin binding, cold acclimation, collective leaf structure, endosome membrane, flower, flower pedicel, flowering stage, guard cell, inflorescence meristem, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, protein binding, protein phosphorylation, protein serine kinase activity, protein serine/threonine kinase activity, response to cold, seed, sepal, shoot apex, shoot system, vascular leaf, vascular leaf senescent stage	true
Gene:3439496	AT4G26560	AT4G26560.1	protein_coding	Encodes calcineurin B-like protein 7 (CBL7).Interacts with and modulates  the activity of the PM ATPase AHA2.	(SOS3-LIKE CALCIUM BINDING PROTEIN 3; CALCINEURIN B-LIKE PROTEIN 7; CBL7; SCABP3	 calcium ion binding, cauline leaf, cytoplasm, detection of calcium ion, flower, fruit, negative regulation of ATP-dependent activity, plasma membrane, protein binding, response to alkaline pH, root, rosette leaf	true
