TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:2085724	AT3G20600	AT3G20600.1	protein_coding	Required for non-race specific resistance to bacterial and fungal pathogens.Mediates systemic acquired resistance (SAR) response. The mRNA is cell-to-cell mobile.	NDR1; NON RACE-SPECIFIC DISEASE RESISTANCE 1	 anchored component of plasma membrane, cauline leaf, cell-to-cell mobile RNA, defense response, defense response to bacterium, defense response to other organism, guard cell, leaf, membrane, plant-type hypersensitive response, plasma membrane, plasmodesma, positive regulation of cell death, protein binding, root, rosette leaf, stem, vascular leaf senescent stage	true
Gene:6532557266	AT3G59660	AT3G59660.2	protein_coding	Encodes a C2-GRAM domain-containing protein that is induced by B. cinerea infection. It is required for cleavage of BAG6 and thus plays a role in mediating resistance to fungal infection.		 extracellular region, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, biological process unknown, carpel, cauline leaf, collective leaf structure, cotyledon, defense response to fungus, extracellular region, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, molecular function unknown, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, protein binding, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532559780	AT4G31800	AT4G31800.3	protein_coding	Pathogen-induced transcription factor. Binds W-box sequences  in vitro. Forms protein complexes with itself and with WRKY40 and WRKY60. Constitutive expression of WRKY18  enhanced resistance to P. syringae, but its coexpression with WRKY40 or WRKY60 made plants more susceptible to both  P. syringae and B. cinerea. WRKY18, WRKY40, and WRKY60 have partially redundant roles in response to the hemibiotrophic bacterial pathogen Pseudomonas syringae and the necrotrophic fungal pathogen Botrytis cinerea, with WRKY18 playing a more important role than the other two.The mRNA is cell-to-cell mobile.		 cytoplasm, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, identical protein binding, inflorescence meristem, leaf, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phloem, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, regulation of defense response, regulation of defense response to virus by host, regulation of transcription, DNA-templated, response to chitin, response to molecule of bacterial origin, response to salicylic acid, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2060404	AT2G22300	AT2G22300.1	protein_coding	Encodes a putative CAM binding transcription factor. Loss of function mutations show enhanced resistance to fungal and bacterial pathogens suggesting that CAMTA functions to suppress defense responses.It acts in the cold response pathway, it can bind to and activate the expression of DREB1 genes.	CALMODULIN-BINDING TRANSCRIPTION ACTIVATOR 3; CAMTA3; SIGNAL RESPONSIVE 1; SR1	 nucleus, cultured plant cell, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calmodulin binding, carpel, cauline leaf, cellular response to cold, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, defense response to bacterium, defense response to fungus, double-stranded DNA binding, extracellular ATP signaling, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf senescence, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, positive regulation of defense response to insect, protein binding, regulation of transcription by RNA polymerase II, regulation of transcription, DNA-templated, response to cold, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription coregulator activity, vascular leaf, vascular leaf senescent stage	true
Gene:2089054	AT3G17210	AT3G17210.1	protein_coding	Encodes a heat stable protein with antimicrobial and antifungal activity.	A. THALIANA HEAT STABLE PROTEIN 1; ATHS1; HEAT STABLE PROTEIN 1; HS1	 chloroplast, plasma membrane, cultured plant cell, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, cultured plant cell, cytosol, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, pollen, pollen tube adhesion, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2097577	AT3G59660	AT3G59660.1	protein_coding	Encodes a C2-GRAM domain-containing protein that is induced by B. cinerea infection. It is required for cleavage of BAG6 and thus plays a role in mediating resistance to fungal infection.	BAGP1	 L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, biological process unknown, carpel, cauline leaf, collective leaf structure, cotyledon, defense response to fungus, extracellular region, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, molecular function unknown, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, pollen tube cell, protein binding, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2025686	AT1G80840	AT1G80840.1	protein_coding	Pathogen-induced transcription factor. Binds W-box sequences  in vitro. Forms protein complexes with itself and with WRKY40 and WRKY60. Coexpression with WRKY18 or WRKY60 made plants more susceptible to both P. syringae and B. cinerea. WRKY18, WRKY40, and WRKY60 have partially redundant roles in response to the hemibiotrophic bacterial pathogen Pseudomonas syringae and the necrotrophic fungal pathogen Botrytis cinerea, with WRKY18 playing a more important role than the other two. The mRNA is cell-to-cell mobile.	ATWRKY40; WRKY DNA-BINDING PROTEIN 40; WRKY40	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, negative regulation of transcription, DNA-templated, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo globular stage, pollen, protein binding, regulation of defense response, regulation of defense response to virus by host, response to chitin, response to molecule of bacterial origin, response to salicylic acid, response to wounding, root, sepal, shoot apex, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	true
Gene:1006228558	AT3G10985	AT3G10985.1	protein_coding	A senescence-associated gene whose expression is induced in response to treatment with Nep1, a fungal protein that causes necrosis. The mRNA is cell-to-cell mobile.	ARABIDOPSIS THALIANA WOUND-INDUCED PROTEIN 12; ATWI-12; SAG20; SENESCENCE ASSOCIATED GENE 20; WI12; WOUND-INDUCED PROTEIN 12	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, aging, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, leaf senescence, mature plant embryo stage, molecular function unknown, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, response to fungus, response to molecule of fungal origin, response to nematode, response to ozone, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2165764	AT5G42050	AT5G42050.1	protein_coding	Stress responsive asparagine-rich protein. Binds to PevD (Verticillium dahliae ) fungal effector protein. NRP interacts  with CRY2, leading to increased cytoplasmic accumulation of CRY2 in a blue light-independent manner (PMID:28633330).NRP also binds FyPP3 and recruits it to endosomes and thus targets it for degradation.Under ER stress NRP1 is activated by bZIP60 and inhibits cell death.	ASPARAGINE-RICH PROTEIN; ASPARAGINE-RICH PROTEIN 1; NRP; NRP1	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, cellular response to hypoxia, collective leaf structure, cotyledon, cytoplasm, endosome, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, response to salt, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2169403	AT5G06870	AT5G06870.1	protein_coding	Encodes a polygalacturonase inhibiting protein involved in plant defense response. PGIPs inhibit the activity of pectin degrading enzymes such as those produced by fungal pathogens. PGIP2 is induced by fungal infection and methyl jasmonate.Suppressed in the proton sensitive stop1-mutant, but the transcription level was recovered by transformation of STOP2. Knockout mutant showed severe damage in the root tip in low Ca and low pH medium.	ARABIDOPSIS POLYGALACTURONASE INHIBITING PROTEIN 2; ATPGIP2; PGIP2; POLYGALACTURONASE INHIBITING PROTEIN 2	 cell wall, cytosol, extracellular region, plasmodesma, stem, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT cytosol, carpel, cauline leaf, cell wall, collective leaf structure, cotyledon, extracellular region, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant-type cell wall, plasmodesma, pollen, polygalacturonase inhibitor activity, root, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532556711	AT2G46440	AT2G46440.2	protein_coding	Member of Cyclic nucleotide gated channel family. Positive regulator of resistance against avirulent fungal pathogen.The mRNA is cell-to-cell mobile.		 mitochondrion, cation channel activity, cell-to-cell mobile RNA, defense response, guard cell, ion channel activity, mitochondrion, response to bacterium, response to fungus	true
Gene:6532556722	AT2G25000	AT2G25000.3	protein_coding	Pathogen-induced transcription factor. Forms protein complexes with itself and with WRKY40. Coexpression with WRKY18 or WRKY40 made plants more susceptible to both  P. syringae and B. cinerea. WRKY18, WRKY40, and WRKY60 have partially redundant roles in response to the hemibiotrophic bacterial pathogen Pseudomonas syringae and the necrotrophic fungal pathogen Botrytis cinerea, with WRKY18 playing a more important role than the other two.		 nucleus, DNA-binding transcription factor activity, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, cauline leaf, collective leaf structure, cotyledon, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, identical protein binding, inflorescence meristem, leaf, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, protein binding, regulation of defense response, regulation of transcription, DNA-templated, response to molecule of bacterial origin, response to salicylic acid, root, seed, sepal, sequence-specific DNA binding, shoot apex, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532561011	AT3G04220	AT3G04220.2	protein_coding	Target of miR825/825. Mutants have decreased resistance to fungal pathogens.		 cytoplasm, ADP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NAD(P)+ nucleosidase activity, NAD+ nucleotidase, cyclic ADP-ribose generating, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, root, seed, sepal, shoot apex, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:2133924	AT4G19660	AT4G19660.1	protein_coding	Encodes NPR4, a ankyrin repeat BTB/POZ domain-containing  protein with 36% sequence identity with NPR1.  Mutants are more susceptible to the bacterial pathogen Pseudomonas syringe pv. tomato DC3000 and to the fungal pathogen Erysiphe cichoracearum, but do not differ markedly from wild type in interaction with virulent and avirulent strains of the oomycete Peronospora parasitica. NPR4 is required for basal defense against pathogens, and may be implicated in the cross-talk between the SA- and JA-dependent signaling pathways. NPR3 and NPR4 are receptors for the immune signal salicylic acid.	ATNPR4; NPR1-LIKE PROTEIN 4; NPR4	 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, identical protein binding, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein ubiquitination, regulation of jasmonic acid mediated signaling pathway, regulation of salicylic acid mediated signaling pathway, response to bacterium, response to fungus, root, salicylic acid binding, seed, sepal, shoot apex, shoot system, stamen, stem, systemic acquired resistance, systemic acquired resistance, salicylic acid mediated signaling pathway, vascular leaf, vascular leaf senescent stage	true
Gene:2053189	AT2G28830	AT2G28830.1	protein_coding	Encodes a U-box E3 ubiquitin ligase involved in ubiquitination of pattern recognition receptor FLS2.pub12/pub13 double mutants enhanced chitin-induced ROS production and callose deposition suggesting they function redundantly to negatively regulate immune response to fungal elicitor.	ATPUB12; PLANT U-BOX 12; PUB12	 cytoplasm, LP.04 four leaves visible stage, LP.10 ten leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, defense response to bacterium, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, negative regulation of immune response, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube cell, protein binding, response to chitin, root, seed, sepal, shoot apex, stamen, stem, ubiquitin-protein transferase activity, vascular leaf, vascular leaf senescent stage	true
Gene:2078041	AT3G05710	AT3G05710.1	protein_coding	Encodes a member of SYP4 Gene Family that is a plant ortholog of the Tlg2/syntaxin16 Qa-SNARE.  Together with SYP42, it regulates the secretory and vacuolar transport pathways in the post-Golgi network and maintains the morphology of the Golgi apparatus and TGN and is required for extracellular resistance responses to a fungal pathogen.	ATSYP43; SYNTAXIN OF PLANTS 43; SYP43	 Golgi apparatus, plant callus, Golgi apparatus, Golgi organization, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, SNAP receptor activity, SNARE binding, SNARE complex, carpel, cauline leaf, collective leaf structure, cotyledon, endomembrane system, endosome, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, intracellular protein transport, leaf apex, leaf lamina base, mature plant embryo stage, membrane fusion, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube cell, protein secretion, regulation of defense response to fungus, root, seed, sepal, shoot apex, shoot system, stamen, stem, trans-Golgi network, vacuolar transport, vascular leaf, vascular leaf senescent stage, vesicle docking, vesicle fusion	true
Gene:3438911	AT4G31800	AT4G31800.1	protein_coding	Pathogen-induced transcription factor. Binds W-box sequences  in vitro. Forms protein complexes with itself and with WRKY40 and WRKY60. Constitutive expression of WRKY18  enhanced resistance to P. syringae, but its coexpression with WRKY40 or WRKY60 made plants more susceptible to both  P. syringae and B. cinerea. WRKY18, WRKY40, and WRKY60 have partially redundant roles in response to the hemibiotrophic bacterial pathogen Pseudomonas syringae and the necrotrophic fungal pathogen Botrytis cinerea, with WRKY18 playing a more important role than the other two. The mRNA is cell-to-cell mobile.	ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 18; ATWRKY18; WRKY DNA-BINDING PROTEIN 18; WRKY18	 nucleus, cultured plant cell, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, defense response to bacterium, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, identical protein binding, inflorescence meristem, leaf, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phloem, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, regulation of defense response, regulation of defense response to virus by host, regulation of transcription, DNA-templated, response to chitin, response to molecule of bacterial origin, response to salicylic acid, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:3698484	AT3G45240	AT3G45240.1	protein_coding	Encodes a geminivirus Rep interacting kinase (GRIK; GRIK1/AT3G45240, GRIK2/AT5G60550). GRIKs are SnRK1 (SNF1-related kinases) activating kinases. Both GRIKs specifically bind to the SnRK1 catalytic subunit and phosphorylate the equivalent threonine residue in its activation loop in vitro. Involved in resistance to S. sclerotiorum, fungal sRNA target.	ATSNAK2; GEMINIVIRUS REP INTERACTING KINASE 1; GRIK1	 plasma membrane, L mature pollen stage, M germinated pollen stage, cytoplasm, guard cell, intracellular signal transduction, kinase activity, plant sperm cell, plasma membrane, pollen, pollen tube cell, protein autophosphorylation, protein binding, protein phosphorylation, protein serine kinase activity, protein serine/threonine kinase activity, response to virus	true
Gene:4515101122	AT2G22300	AT2G22300.2	protein_coding	Encodes a putative CAM binding transcription factor. Loss of function mutations show enhanced resistance to fungal and bacterial pathogens suggesting that CAMTA functions to suppress defense responses.It acts in the cold response pathway, it can bind to and activate the expression of DREB1 genes.	CALMODULIN-BINDING TRANSCRIPTION ACTIVATOR 3; CAMTA3; SIGNAL RESPONSIVE 1; SR1	 nucleus, cultured plant cell, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calmodulin binding, carpel, cauline leaf, cellular response to cold, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, defense response to bacterium, defense response to fungus, double-stranded DNA binding, extracellular ATP signaling, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf, leaf apex, leaf lamina base, leaf senescence, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, positive regulation of defense response to insect, protein binding, regulation of transcription by RNA polymerase II, regulation of transcription, DNA-templated, response to cold, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription coregulator activity, vascular leaf, vascular leaf senescent stage	true
Gene:2090274	AT3G25180	AT3G25180.1	protein_coding	Encodes a cytochrome P450 monooxygenase (CYP82G1) that catalyzes the production of two volatile homoterpenes, TMTT and DMNT, although it is only likely to produce TMTT in planta. TMTT can be involved in attracting predatory insects to protect Arabidopsis plants from herbivorous pests. Homoterpene synthesis is also stimulated by fungal elicitors which increase the transcript levels of CYP82G1.	CYP82G1; CYTOCHROME P450, FAMILY 82, SUBFAMILY G, POLYPEPTIDE 1	 chloroplast, (3E)-4,8-dimethyl-1,3,7-nonatriene synthase activity, 4,8,12-trimethyltrideca-1,3,7,11-tetraene synthase activity, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, chloroplast, collective leaf structure, defense response to fungus, defense response to insect, defense response to other organism, flower, flowering stage, guard cell, heme binding, iron ion binding, leaf apex, negative regulation of oviposition, petal, petal differentiation and expansion stage, plant embryo, plant embryo cotyledonary stage, plant embryo globular stage, response to bacterium, seed, sepal, stamen, terpene biosynthetic process, terpenoid biosynthetic process, vascular leaf	true
Gene:2087559	AT3G20250	AT3G20250.1	protein_coding	Encodes a member of the Arabidopsis Pumilio (APUM) proteins containing PUF domain (eight repeats of approximately 36 amino acids each). PUF proteins regulate both mRNA stability and translation through sequence-specific binding to the 3' UTR of target mRNA transcripts. APUM5 is involved in susceptibility to CMV and is not required for bacterial or fungal pathogen resistance although its expression is induced upon bacterial and fungal infection. It is involved in the osmotic, salt, and drought stress responses.	APUM5; PUM5; PUMILIO 5	 cytoplasm, vacuole, 3'-UTR-mediated mRNA destabilization, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, cytosol, defense response to virus, drought recovery, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, posttranscriptional regulation of gene expression, response to osmotic stress, response to salt stress, root, rosette leaf, seed, sepal, shoot apex, shoot system, single-stranded RNA binding, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	false
Gene:5019474595	LMS5	LMS5	unknown	Genetic locus defined by mutation with increased susceptibility to fungal pathogens . No sequence reported as of 6/2020.	L. MACULANS-SUSCEPTIBLE 5; LMS5	 cellular component unknown, defense response to fungus, molecular function unknown	false
Gene:6530297156	AT3G45240	AT3G45240.3	protein_coding	Encodes a geminivirus Rep interacting kinase (GRIK; GRIK1/AT3G45240, GRIK2/AT5G60550). GRIKs are SnRK1 (SNF1-related kinases) activating kinases. Both GRIKs specifically bind to the SnRK1 catalytic subunit and phosphorylate the equivalent threonine residue in its activation loop in vitro. Involved in resistance to S. sclerotiorum, fungal sRNA target.	GEMINIVIRUS REP INTERACTING KINASE 1; GRIK1	 plasma membrane, L mature pollen stage, M germinated pollen stage, cytoplasm, guard cell, intracellular signal transduction, kinase activity, plant sperm cell, plasma membrane, pollen, pollen tube cell, protein autophosphorylation, protein binding, protein phosphorylation, protein serine kinase activity, protein serine/threonine kinase activity, response to virus	true
Gene:2062886	AT2G46240	AT2G46240.1	protein_coding	A member of Arabidopsis BAG (Bcl-2-associated athanogene) proteins, plant homologs of mammalian regulators of apoptosis. Expression of BAG6 in leaves was strongly induced by heat stress. Knockout mutants exhibited enhanced susceptibility to fungal pathogen Botrytis cinerea. Plant BAG proteins are multi-functional and remarkably similar to their animal counterparts, as they regulate apoptotic-like processes ranging from pathogen attack, to abiotic stress, to plant development. The mRNA is cell-to-cell mobile.	ARABIDOPSIS THALIANA BCL-2-ASSOCIATED ATHANOGENE 6; ATBAG6; BAG6; BCL-2-ASSOCIATED ATHANOGENE 6	 nucleus, plasmodesma, protein binding, positive regulation of autophagy, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.10 ten leaves visible stage, M germinated pollen stage, NOT response to cold, autophagy, calmodulin binding, carpel, cauline leaf, cell-to-cell mobile RNA, chaperone binding, collective leaf structure, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, hypocotyl, induction of programmed cell death, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasmodesma, pollen, pollen tube cell, positive regulation of autophagy, protein binding, protein folding, response to heat, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage, vegetative to reproductive phase transition of meristem	false
Gene:1009021339	AT1G35537	AT1G35537.1	protein_coding	Encodes a defensin-like peptide with antifungal activity.	ATPDFL2.1	 extracellular region, defense response to fungus, extracellular region	false
Gene:1005027889	RPW8.2	RPW8.2	protein_coding	Resistance locus present in accession Ms-0 that confers resistance to powdery mildew. Absent in Col-0. Would be located around At3g50470. Targeted to the interfacial membrane encasing the fungal haustorium. Corresponds to Genbank accession AF273059 .	RESISTANCE TO POWDERY MILDEW 8; RESISTANCE TO POWDERY MILDEW8; RPW8; RPW8.2	 cytoplasm, nucleus, molecular function unknown, defense response to fungus, cytoplasm, defense response to fungus, molecular function unknown, nucleus	false
Gene:1005715127	AT1G53570	AT1G53570.2	protein_coding	Encodes a member of the MEKK subfamily that functions redundantly with MAPKKK3 to activate MPK3/6 downstream of multiple pattern recognition receptors and confer resistance to both bacterial and fungal pathogens.	MAP KINASE KINASE KINASE 3; MAP3KA; MAPKKK3; MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 3	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, pattern recognition receptor signaling pathway, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein kinase activity, protein phosphorylation, regulation of defense response to bacterium, regulation of defense response to fungus, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
