TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:1006228630	AT3G18040	AT3G18040.2	protein_coding	Encodes a protein with similarity to MAP kinases (MAPK9).Expressed preferentially in guard cells and appears to be involved in reactive oxygen species mediated ABA signaling.	MAP KINASE 9; MPK9	 nucleus, ATP binding, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, MAP kinase activity, abscisic acid-activated signaling pathway, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular signal transduction, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube cell, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, root, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:3441538	AT5G50000	AT5G50000.1	protein_coding	Belongs to the Raf-like kinase subfamily of the mitogen-activated protein kinase kinase kinase (MAPKKK) family. Negatively regulates stomatal opening by negatively regulating plasma membrane H+-ATPase phosphorylation.	CBC2; CONVERGENCE OF BLUE LIGHT AND CO2 2	 cytoplasm, plasma membrane, plasmodesma, plant callus, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plasmodesma, plastid, pollen, protein binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, protein serine/threonine/tyrosine kinase activity, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2827633	AT2G17090	AT2G17090.1	protein_coding	Encodes a N-myrystolylated plasma membrane associated member of the RLCK II family of IRAK/Pelle-like kinases that regulates the  MAPK pathway that promotes the elongation of the Arabidopsis zygote and the development of its basal daughter cell into the extra-embryonic suspensor.  SSP transcripts are produced in mature pollen but are not translated until delivery to the zygote and the endosperm after fertilization, exerting a paternal effect on embryonic development.  The primary role of its kinase domain may lie in protein binding rather than in catalysis as key residues of the active site are absent.	BRASSINOSTEROID-SIGNALING KINASE 12; BSK12; SHORT SUSPENSOR; SSP	 nucleus, M germinated pollen stage, brassinosteroid mediated signaling pathway, cytoplasmic side of plasma membrane, micropylar endosperm, nucleus, plant sperm cell, plant zygote, pollen, pollen tube cell, positive regulation of intracellular signal transduction, protein binding, protein phosphorylation, suspensor development, zygote elongation	false
Gene:2116416	AT4G26890	AT4G26890.1	protein_coding	Member of MEKK subfamily. Involved in wound response signaling. Interacts with At5g40440, and activates At1g59580.	MAPKKK16; MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 16	 nucleus, carpel, flower, flowering stage, fruit, gynoecium, leaf, nucleus, plant embryo, protein autophosphorylation, protein binding, protein kinase activity, protein kinase binding, protein phosphorylation, protein serine/threonine kinase activity, root, stamen	false
Gene:2205522	AT1G05100	AT1G05100.1	protein_coding	member of MEKK subfamily. Negatively regulated by RGLG1 and  RGLG2; involved in drought stress tolerance.	MAPKKK18; MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 18	 nucleus, MAP kinase kinase kinase activity, abscisic acid-activated signaling pathway, carpel, flower, flowering stage, guard cell, negative regulation of stomatal opening, nucleus, petal differentiation and expansion stage, pollen, positive regulation of abscisic acid-activated signaling pathway, positive regulation of leaf senescence, protein autophosphorylation, protein binding, protein kinase activity, protein kinase binding, protein serine/threonine kinase activity, regulation of stomatal complex development, response to abscisic acid, response to osmotic stress, sepal, signal transduction, stamen, stem	true
Gene:2074834	AT3G50310	AT3G50310.1	protein_coding	Encodes a member of MEKK subfamily. Target promoter of the male germline-specific transcription factor DUO1. Involved in osmotic stress response via regulation of MPK6 activity. It also plays an important role in regulating cell division and cell elongation in the primary root meristematic and elongation areas. Mutants show defects in root microtubule organization.It phosphorylates MPK18 and MKK3.It is a positive regulator of ABA-induced stomatal closure that acts by  phosphorylating MKK5.	ABA-INSENSITIVE PROTEIN KINASE 1; AIK1; MAPKK KINASE 20; MAPKKK20; MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 20; MKKK20	 L mature pollen stage, M germinated pollen stage, MAP kinase kinase activity, MAP kinase kinase kinase activity, abscisic acid-activated signaling pathway, carpel, cell division, collective leaf structure, cytoplasm, flower, flowering stage, nucleus, petal, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, plant sperm cell, pollen, pollen sperm cell differentiation, pollen tube cell, protein autophosphorylation, protein binding, protein kinase activity, protein kinase binding, protein phosphorylation, regulation of root meristem growth, regulation of stomatal closure, regulation of unidimensional cell growth, response to abscisic acid, response to cold, response to reactive oxygen species, response to salt stress, response to water deprivation, sepal, stamen	true
Gene:6530297564	AT4G31170	AT4G31170.4	protein_coding	Protein kinase superfamily protein;(source:Araport11)	RAF-LIKE MAPKKK 28; RAF28	 cytoplasm, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein kinase activity, protein phosphorylation, protein serine/threonine/tyrosine kinase activity, root, root epidermal cell differentiation, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532548964	AT4G31170	AT4G31170.9	protein_coding	Protein kinase superfamily protein;(source:Araport11)	RAF-LIKE MAPKKK 28; RAF28	 cytoplasm, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein kinase activity, protein phosphorylation, protein serine/threonine/tyrosine kinase activity, root, root epidermal cell differentiation, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2155567	AT5G67080	AT5G67080.1	protein_coding	member of MEKK subfamily	MAPKKK19; MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 19; MKK19	 L mature pollen stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, M germinated pollen stage, carpel, flower, flowering stage, guard cell, plant sperm cell, pollen, pollen tube cell, protein kinase binding, protein phosphorylation, root, sepal, stamen, stem, vascular leaf	false
Gene:2007336	AT1G07150	AT1G07150.1	protein_coding	Member of MEKK subfamily. Involved in wound induced signaling where it interacts with At5g40440, and activates At1g59580.	MAP3K13; MAPKKK13; MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 13	 plasma membrane, LP.04 four leaves visible stage, LP.10 ten leaves visible stage, carpel, cellular response to hypoxia, collective leaf structure, cotyledon, flowering stage, guard cell, leaf apex, petal differentiation and expansion stage, plasma membrane, protein kinase activity, protein phosphorylation, root, shoot system, stamen, vascular leaf	false
Gene:6532550121	AT3G01490	AT3G01490.2	protein_coding	Belongs to the Raf-like kinase subfamily of the mitogen-activated protein kinase kinase kinase (MAPKKK) family. Negatively regulates stomatal opening by negatively regulating plasma membrane H+-ATPase phosphorylation.	CBC1; CONVERGENCE OF BLUE LIGHT AND CO2	 ATP binding, LP.06 six leaves visible stage, carpel, cauline leaf, collective leaf structure, cytoplasm, cytosol, flowering stage, guard cell, leaf apex, petal differentiation and expansion stage, plasma membrane, protein binding, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, protein serine/threonine/tyrosine kinase activity, rosette leaf, sepal, stamen, stem, vascular leaf	true
Gene:6532548445	AT3G24715	AT3G24715.2	protein_coding	HCR1 belongs to the B4 group of Raf-like MAPKKKs. It corresponds to a root hydraulic pressure QTL between Col-0 and Bur-0 accessions and appears to contribute to variation in root pressure in different haplotypes. It is involved in potassium-dependent response to hypoxia.		 nucleus, LP.10 ten leaves visible stage, carpel, cellular response to hypoxia, collective leaf structure, cytoplasm, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinase activity, nucleolus, nucleus, petal, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, pollen, protein kinase activity, protein phosphorylation, root, root stele, sepal, shoot system, signal transduction, vascular leaf, water transport	false
Gene:6532563228	AT5G11620	AT5G11620.2	protein_coding	SWIM zinc finger family protein / mitogen-activated protein kinase kinase kinase (MAPKKK)-like protein;(source:Araport11)		 nucleus, nucleus, ubiquitin protein ligase activity, zinc ion binding	true
Gene:2093145	AT3G24715	AT3G24715.1	protein_coding	HCR1 belongs to the B4 group of Raf-like MAPKKKs. It corresponds to a root hydraulic pressure QTL between Col-0 and Bur-0 accessions and appears to contribute to variation in root pressure in different haplotypes. It is involved in potassium-dependent response to hypoxia.	HCR1; HYDRAULIC CONDUCTIVITY OF ROOT 1	 nucleus, LP.10 ten leaves visible stage, carpel, cellular response to hypoxia, collective leaf structure, cytoplasm, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, kinase activity, nucleolus, nucleus, petal, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, pollen, protein kinase activity, protein phosphorylation, root, root stele, sepal, shoot system, signal transduction, vascular leaf, water transport	false
Gene:2123260	AT4G12970	AT4G12970.1	protein_coding	Encodes a cysteine-rich peptide, a secretory factor that is produced in the mesophyll cells and acts on the epidermis to increase stomatal formation.  Its mature form is a 45-aa peptide with three intramolecular disulfide bonds.  It is proposed that STOMAGEN increases stomatal number by competing with two negative regulators of stomatal density, EPF1 and EPF2. STOMAGEN has been shown to compete with EPF2 for binding to the ER and TMM receptor kinases.Binding of STOMAGEN to ER prevents induction of the EPF2-ER MAPK cascade. It's transcript levels change after inducing MUTE expression in a mute background.	ATEPFL9; EPFL9; EPIDERMAL PATTERNING FACTOR LIKE-9; STOMAGEN	 extracellular region, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-cell signaling, collective leaf structure, cotyledon, extracellular region, flower, flower pedicel, flowering stage, guard cell, guard cell differentiation, leaf apex, leaf lamina base, leaf mesophyll, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, positive regulation of stomatal complex development, protein kinase binding, receptor serine/threonine kinase binding, regulation of stomatal complex development, seed, sepal, shoot apex, shoot system, signaling receptor binding, stamen, stomatal complex development, stomatal complex patterning, vascular leaf, vascular leaf primordium, vascular leaf senescent stage	true
Gene:6532551795	AT2G13370	AT2G13370.2	protein_coding	Chromatin-remodeling factor; has large number of MAPK docking sites (D-sites).		 nucleus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasmodesma, pollen, pollen tube cell, protein binding, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:6532562049	AT2G46070	AT2G46070.3	protein_coding	Encodes a MAP kinase protein. MPK12 interacts with the IBR5 protein phosphatase in vitro and in vivo, and it can be dephosphorylated and inactivated by IBR5. MPK12 appears to be a negative regulator of auxin signlaing. MPK12 RNAi lines are hypersensitive to auxin in root elongation and transcriptional response assays, but they appear to have normal sensitivity to ABA. MPK12 is a nuclear protein and its kinase activity is increased following auxin treatment. MPK12 transcripts are widely expressed in seedlings, but MPK12 expression is stronger in guard cells than in other cell types in mature plants.		 nucleus, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase activity, cauline leaf, cellular response to carbon dioxide, collective leaf structure, cotyledon, cytoplasm, flower, flowering stage, fruit, guard cell, intracellular signal transduction, kinase activity, leaf apex, leaf lamina base, nucleus, petal, petal differentiation and expansion stage, petiole, pollen, protein autophosphorylation, protein binding, protein serine/threonine kinase activity, protein tyrosine kinase activity, regulation of stomatal closure, regulation of stomatal movement, response to auxin, response to indolebutyric acid, root, rosette leaf, seedling development stage, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532559439	AT4G08470	AT4G08470.3	protein_coding	Encodes a member of the A1 subgroup of the MEKK (MAPK/ERK kinase kinase) family. MEKK is another name for Mitogen-Activated Protein Kinase Kinase Kinase (MAPKKK or MAP3K).  This subgroup has four members: At4g08500 (MEKK1, also known as ARAKIN, MAP3Kb1, MAPKKK8), At4g08480 (MEKK2, also known as MAP3Kb4, MAPKKK9),  At4g08470 (MEKK3, also known as MAP3Kb3, MAPKKK10) and At4g12020 (MEKK4, also known as MAP3Kb5, MAPKKK11, WRKY19).  Nomenclatures for mitogen-activated protein kinases are described in Trends in Plant Science 2002, 7(7):301.		 nucleus, ATP binding, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, pollen, protein kinase activity, protein phosphorylation, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2161689	AT5G55090	AT5G55090.1	protein_coding	member of MEKK subfamily	MAPKKK15; MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 15	 nucleus, guard cell, nucleus, protein kinase activity, protein phosphorylation	false
Gene:4010711760	AT1G15400	AT1G15400.3	protein_coding	Tightly connected with MAPK signaling to fine-tune stomatal production and patterning.	MAPK SUBSTRATES IN THE STOMATAL LINEAGE 2; MASS2	 cultured plant cell, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, biological process unknown, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, epidermis, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein binding, root, seed, sepal, shoot apex, shoot system, stamen, stem, stomatal complex, vascular leaf, vascular leaf senescent stage	true
Gene:6532548598	AT4G12020	AT4G12020.7	protein_coding	Encodes a member of the A1 subgroup of the MEKK (MAPK/ERK kinase kinase) family. MEKK is another name for Mitogen-Activated Protein Kinase Kinase Kinase (MAPKKK or MAP3K).  This subgroup has four members: At4g08500 (MEKK1, also known as ARAKIN, MAP3Kb1, MAPKKK8), At4g08480 (MEKK2, also known as MAP3Kb4, MAPKKK9),  At4g08470 (MEKK3, also known as MAP3Kb3, MAPKKK10) and At4g12020 (MEKK4, also known as MAP3Kb5, MAPKKK11, WRKY19).  Nomenclatures for mitogen-activated protein kinases are described in Trends in Plant Science 2002,7(7):301. Co-regulates with DSC1  basal levels of immunity to root-knot nematodes.		 cytoplasm, ADP binding, DNA-binding transcription factor activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, chloroplast envelope, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein kinase activity, protein phosphorylation, regulation of transcription, DNA-templated, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	false
Gene:1005715127	AT1G53570	AT1G53570.2	protein_coding	Encodes a member of the MEKK subfamily that functions redundantly with MAPKKK3 to activate MPK3/6 downstream of multiple pattern recognition receptors and confer resistance to both bacterial and fungal pathogens.	MAP KINASE KINASE KINASE 3; MAP3KA; MAPKKK3; MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 3	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, pattern recognition receptor signaling pathway, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein kinase activity, protein phosphorylation, regulation of defense response to bacterium, regulation of defense response to fungus, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1006228879	AT4G31170	AT4G31170.2	protein_coding	Protein kinase superfamily protein;(source:Araport11)	RAF-LIKE MAPKKK 28; RAF28	 nucleus, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein kinase activity, protein phosphorylation, protein serine/threonine/tyrosine kinase activity, root, root epidermal cell differentiation, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2026673	AT1G63700	AT1G63700.1	protein_coding	Member of MEKK subfamily, a component of the stomatal development regulatory pathway.  Mutations in this locus result in embryo lethality.	EMB71; EMBRYO DEFECTIVE 71; MAP KINASE KINASE KINASE 4; MAPKKK4; YDA; YODA	 cytoplasm, embryo development ending in seed dormancy, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, carpel, cauline leaf, cell cortex, collective leaf structure, cotyledon, cytoplasm, embryo development ending in seed dormancy, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence development, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein binding, protein phosphorylation, root, seed, sepal, shoot apex, shoot system, stamen, stem, stomatal complex morphogenesis, suspensor development, vascular leaf, vascular leaf senescent stage	true
Gene:6530296906	AT2G46070	AT2G46070.2	protein_coding	Encodes a MAP kinase protein. MPK12 interacts with the IBR5 protein phosphatase in vitro and in vivo, and it can be dephosphorylated and inactivated by IBR5. MPK12 appears to be a negative regulator of auxin signlaing. MPK12 RNAi lines are hypersensitive to auxin in root elongation and transcriptional response assays, but they appear to have normal sensitivity to ABA. MPK12 is a nuclear protein and its kinase activity is increased following auxin treatment. MPK12 transcripts are widely expressed in seedlings, but MPK12 expression is stronger in guard cells than in other cell types in mature plants.	MITOGEN-ACTIVATED PROTEIN KINASE 12; MPK12	 ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase activity, cauline leaf, cellular response to carbon dioxide, collective leaf structure, cotyledon, cytoplasm, flower, flowering stage, fruit, guard cell, intracellular signal transduction, kinase activity, leaf apex, leaf lamina base, nucleus, petal, petal differentiation and expansion stage, petiole, pollen, protein autophosphorylation, protein binding, protein serine/threonine kinase activity, protein tyrosine kinase activity, regulation of stomatal closure, regulation of stomatal movement, response to auxin, response to indolebutyric acid, root, rosette leaf, seedling development stage, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1006228823	AT4G26070	AT4G26070.3	protein_coding	Member of MAP Kinase Kinase.  Likely functions in a stress-activated MAPK pathway. Can phosphorylate the MAPK AtMPK4, in response to stress. Gets phosphorylated by MEKK1 in response to wounding.	ATMEK1; MAP KINASE/ ERK KINASE 1; MEK1; MITOGEN ACTIVATED PROTEIN KINASE KINASE 1; MKK1; NMAPKK	 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase activity, MAPK cascade, NOT response to hydrogen peroxide, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, defense response to bacterium, defense response to other organism, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen-pistil interaction, protein binding, protein phosphorylation, response to hydrogen peroxide, response to molecule of bacterial origin, response to water deprivation, response to wounding, root, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532546891	AT4G12020	AT4G12020.8	protein_coding	Encodes a member of the A1 subgroup of the MEKK (MAPK/ERK kinase kinase) family. MEKK is another name for Mitogen-Activated Protein Kinase Kinase Kinase (MAPKKK or MAP3K).  This subgroup has four members: At4g08500 (MEKK1, also known as ARAKIN, MAP3Kb1, MAPKKK8), At4g08480 (MEKK2, also known as MAP3Kb4, MAPKKK9),  At4g08470 (MEKK3, also known as MAP3Kb3, MAPKKK10) and At4g12020 (MEKK4, also known as MAP3Kb5, MAPKKK11, WRKY19).  Nomenclatures for mitogen-activated protein kinases are described in Trends in Plant Science 2002,7(7):301. Co-regulates with DSC1  basal levels of immunity to root-knot nematodes.		 cytoplasm, ADP binding, DNA-binding transcription factor activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, chloroplast envelope, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, protein kinase activity, protein phosphorylation, regulation of transcription, DNA-templated, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription cis-regulatory region binding, vascular leaf, vascular leaf senescent stage	false
Gene:2065045	AT2G40180	AT2G40180.1	protein_coding	Encodes PP2C5, a member of the PP2C family phosphatases.  PP2C5 acts as a MAPK phosphatase that positively regulates seed germination, stomatal closure and ABA-inducible gene expression.	ATHPP2C5; PHOSPHATASE 2C5; PP2C5	 mitochondrion, L mature pollen stage, M germinated pollen stage, abscisic acid-activated signaling pathway, flower, flowering stage, guard cell, mitochondrion, nucleus, pollen, pollen tube cell, protein dephosphorylation, protein serine phosphatase activity, protein serine/threonine phosphatase activity, protein threonine phosphatase activity, stomatal lineage progression	true
Gene:6532551794	AT2G13370	AT2G13370.3	protein_coding	Chromatin-remodeling factor; has large number of MAPK docking sites (D-sites).		 nucleus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasmodesma, pollen, pollen tube cell, protein binding, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:2092716	AT3G18040	AT3G18040.1	protein_coding	Encodes a protein with similarity to MAP kinases (MAPK9).Expressed preferentially in guard cells and appears to be involved in reactive oxygen species mediated ABA signaling.	MAP KINASE 9; MPK9	 nucleus, ATP binding, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, MAP kinase activity, abscisic acid-activated signaling pathway, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular signal transduction, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube cell, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, root, seed, sepal, shoot apex, shoot system, signal transduction, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532560487	AT1G09000	AT1G09000.2	protein_coding	NPK1-related protein kinase 1S		 nucleus, MAP kinase kinase kinase activity, MAPK cascade, cytoplasm, flower, flower development, guard cell, mature plant embryo stage, nucleus, obsolete activation of MAPKK activity, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, protein autophosphorylation, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, response to oxidative stress, root, seed, shoot apex, vascular leaf, whole plant	true
