TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:6530296488	AT1G65440	AT1G65440.3	protein_coding	Related to yeast Spt6 protein, which functions as part of a protein complex in transcription initiation and also plays a role in chromatin structure / assembly. It encodes a putative WG/GW-repeat protein involved in the regulation of apical-basal polarity of embryo	ARABIDOPSIS SUPPRESSOR OF TY INSERTION 6-LIKE; GLOBAL TRANSCRIPTION FACTOR GROUP B1; GTB1; SPT6L	 nucleus, DNA-templated transcription, initiation, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chromatin assembly or disassembly, collective leaf structure, cotyledon, cultured plant cell, embryo development ending in seed dormancy, flower, flower pedicel, flowering stage, guard cell, histone binding, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA transcription by RNA polymerase II, mature plant embryo stage, nucleic acid binding, nucleobase-containing compound metabolic process, nucleosome binding, nucleosome organization, nucleus, obsolete chromatin maintenance, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasmodesma, pollen, positive regulation of transcription elongation from RNA polymerase II promoter, protein binding, regulation of mRNA processing, root, seed, sepal, shoot apex, shoot system, stamen, stem, transcription elongation factor complex, transcription elongation from RNA polymerase II promoter, transcriptionally active chromatin, vascular leaf, vascular leaf senescent stage	false
Gene:2062267	AT2G34650	AT2G34650.1	protein_coding	Encodes a protein serine/threonine kinase that may act as a positive regulator of cellular auxin efflux, as a a binary switch for PIN polarity, and as a negative regulator of auxin signaling. Recessive mutants exhibit similar phenotypes as pin-formed mutants in flowers and inflorescence but distinct phenotypes in cotyledons and leaves. Expressed in the vascular tissue proximal to root and shoot meristems, shoot apex, and embryos. Expression is induced by auxin. Overexpression of the gene results in phenotypes in the root and shoot similar to those found in auxin-insensitive mutants. The protein physically interacts with TCH3 (TOUCH3) and PID-BINDING PROTEIN 1 (PBP1), a previously uncharacterized protein containing putative EF-hand calcium-binding motifs.  Acts together with ENP (ENHANCER OF PINOID) to instruct precursor cells to elaborate cotyledons in the transition stage embryo. Interacts with PDK1. PID autophosphorylation is required for the ability of PID to phosphorylate an exogenous substrate. PID activation loop is required for PDK1-dependent PID phosphorylation and requires the PIF domain. Negative regulator of root hair growth. PID kinase activity is critical for the inhibition of root hair growth and for maintaining  the proper subcellular localization of PID.	ABR; ABRUPTUS; PID; PINOID	 nucleus, auxin polar transport, auxin-activated signaling pathway, carpel, cauline leaf, cell surface, collective leaf structure, cotyledon development, cotyledon primordium, cytoplasm, flower, flower pedicel, flowering stage, guard cell, kinase activity, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, phyllome development, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, portion of vascular tissue, positive gravitropism, protein binding, protein kinase activity, protein phosphorylation, protein serine kinase activity, protein serine/threonine kinase activity, response to auxin, response to karrikin, root hair cell, root hair elongation, root hair initiation, seed, sepal, shoot apex, vascular leaf	true
Gene:1005715824	AT5G22650	AT5G22650.2	protein_coding	Encodes a member of a plant-specific class of histone deacetylases. Controls the development of adaxial/abaxial leaf polarity. Its mRNA is widely expressed in stems, leaves, flowers and young siliques. Plant lines expressing RNAi constructs directed against this gene showed a marked reduction in agrobacterium-mediated root transformation.	ATHD2B; HD2; HD2B; HDA4; HDT02; HDT2; HISTONE DEACETYLASE 2; HISTONE DEACETYLASE 2B	 cell wall, nucleolus, nucleus, vacuolar membrane, cultured plant cell, DNA mediated transformation, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell wall, collective leaf structure, cotyledon, cultured plant cell, cytosol, flower, flower pedicel, flowering stage, fruit, guard cell, histone deacetylase activity, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, negative regulation of transcription, DNA-templated, nucleolus, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, polarity specification of adaxial/abaxial axis, pollen, protein binding, root, root development, root meristem, rosette leaf, seed, seed dormancy process, sepal, shoot apex, shoot system, stamen, stem, vacuolar membrane, vascular leaf, vascular leaf senescent stage	true
Gene:6532555881	AT5G55910	AT5G55910.2	protein_coding	Member of AGC VIIIa Kinase family. D6PK is a protein kinase involved that plays a role in polar auxin transport. Most likely acts redundantly with the related proteins: D6PKL1,D6PKL2,and D6PKL3. PIN1 is a target of D6PK phosphorylation. D6PK is associated with sterol enriched membrane rafts and may be involved in regulation of the switch from basal to planar polarity during root hair initiation. Involved in pulse-induced phototropism but also for time-dependent second positive phototropism. Works with PIN3 in the same genetic pathway of hypocotyl phototropism under all light conditions. Involved in the generation of auxin asymmetrical distribution induced by phototropic stimulation.	AGC VIIIA KINASE 1-1; AGC1-1; D6 PROTEIN KINASE; D6PK	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, basal plasma membrane, basipetal auxin transport, carpel, cauline leaf, cell periphery, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, gravitropism, guard cell, hypocotyl, inflorescence meristem, kinase activity, lateral root cap, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phosphatidic acid binding, phosphatidylinositol phosphate binding, phosphatidylinositol-3,4,5-trisphosphate binding, phosphatidylinositol-3,5-bisphosphate binding, phosphatidylinositol-3-phosphate binding, phosphatidylinositol-4,5-bisphosphate binding, phosphatidylinositol-4-phosphate binding, phosphatidylinositol-5-phosphate binding, phototropism, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein binding, protein kinase activity, protein phosphorylation, protein serine kinase activity, protein serine/threonine kinase activity, regulation of establishment of cell polarity, root, root cortex, root epidermis, root hair initiation, root stele, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:1009021305	AT1G73930	AT1G73930.2	protein_coding	polarity axis stabilization protein;(source:Araport11)		 chloroplast, M germinated pollen stage, carpel, chloroplast, collective leaf structure, flower, flower pedicel, flowering stage, guanyl-nucleotide exchange factor activity, guard cell, hypocotyl, mature plant embryo stage, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube cell, recycling endosome, root, seed, sepal, shoot apex, shoot system, vascular leaf	false
Gene:4010712069	AT1G65440	AT1G65440.2	protein_coding	Related to yeast Spt6 protein, which functions as part of a protein complex in transcription initiation and also plays a role in chromatin structure / assembly. It encodes a putative WG/GW-repeat protein involved in the regulation of apical-basal polarity of embryo	ARABIDOPSIS SUPPRESSOR OF TY INSERTION 6-LIKE; GLOBAL TRANSCRIPTION FACTOR GROUP B1; GTB1; SPT6L	 nucleus, cultured plant cell, DNA-templated transcription, initiation, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chromatin assembly or disassembly, collective leaf structure, cotyledon, cultured plant cell, embryo development ending in seed dormancy, flower, flower pedicel, flowering stage, guard cell, histone binding, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA transcription by RNA polymerase II, mature plant embryo stage, nucleic acid binding, nucleobase-containing compound metabolic process, nucleosome binding, nucleosome organization, nucleus, obsolete chromatin maintenance, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasmodesma, pollen, positive regulation of transcription elongation from RNA polymerase II promoter, protein binding, regulation of mRNA processing, root, seed, sepal, shoot apex, shoot system, stamen, stem, transcription elongation factor complex, transcription elongation from RNA polymerase II promoter, transcriptionally active chromatin, vascular leaf, vascular leaf senescent stage	false
Gene:1006229675	AT1G17140	AT1G17140.2	protein_coding	Encodes a ROP/RAC effector, designated interactor of constitutive active ROPs 1 (ICR1), that interacts with GTP-bound ROPs. ICR1 is a scaffold mediating formation of protein complexes that are required for cell polarity.  ICR1 is comprised of coiled-coil domains and forms complexes with itself and the exocyst vesicle-tethering complex subunit SEC3.	ICR1; INTERACTOR OF CONSTITUTIVELY ACTIVE ROP 1; RIP1; ROP INTERACTIVE PARTNER 1	 plasma membrane, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, pollen tube tip, regulation of auxin polar transport, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532547122	AT5G57090	AT5G57090.2	protein_coding	Encodes an auxin efflux carrier that is similar to bacterial membrane transporters. Root-specific role in the transport of auxin. Acts downstream of CTR1 and ethylene biosynthesis, in the same pathway as EIN2 and AUX1, and independent from EIN3 and EIN5/AIN1 pathway. In the root, the protein localizes apically in epidermal and lateral root cap cells and predominantly basally in cortical cells. Functions may be regulated by phosphorylation status. EIR1 expression is induced by brassinolide treatment in the brassinosteroid-insensitive br1 mutant. Gravistimulation results in asymmetric PIN2 distribution, with more protein degraded at the upper side of the gravistimulated root. Membrane sterol composition is essential for the acquisition of  PIN2 polarity. Its expression is downregulated at hypoxic conditions. RAP2.12 overexpression inhibits this downregulation.		 chloroplast, auxin efflux, auxin efflux transmembrane transporter activity, auxin homeostasis, auxin polar transport, basal plasma membrane, chloroplast, endoplasmic reticulum, lytic vacuole, plasma membrane, positive gravitropism, primary root apical meristem, protein binding, response to auxin, response to ethylene, response to glucose, response to hypoxia, root, root hair cell, root tip, transmembrane transport	true
Gene:2050925	AT2G45450	AT2G45450.1	protein_coding	ZPR1, a small leucine zipper-containing protein that interacts with REV HD-ZIPIII and is involved in the establishment of leaf polarity.	LITTLE ZIPPER 1; ZPR1	 mitochondrion, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, adaxial/abaxial axis specification, carpel, cauline leaf, collective leaf structure, cotyledon, embryo sac central cell, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, leaf shaping, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, pollen, protein binding, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532552620	AT4G31820	AT4G31820.2	protein_coding	A member of the NPY family genes (NPY1/AT4G31820, NPY2/AT2G14820, NPY3/AT5G67440, NPY4/AT2G23050, NPY5/AT4G37590).  Encodes a protein with similarity to NHP3. Contains BTB/POZ domain. Promoter region has  canonical auxin response element binding site and Wus binding site. Co-localizes to the late endosome with PID. Regulates cotyledon development through control of PIN1 polarity in concert with PID. Also involved in sepal and gynoecia development.		 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, apical meristem, apical protein localization, auxin transport, basipetal auxin transport, carpel, cauline leaf, collective leaf structure, cotyledon, cotyledon development, cotyledon primordium, cultured plant cell, embryo shoot apical meristem, flower, flower development, flower development stage, flower meristem, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence development, inflorescence meristem, integument, late endosome, leaf apex, leaf lamina base, mature plant embryo stage, nucellus, nucleus, petal, petal differentiation and expansion stage, petiole, phyllome development, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant embryo proper, plant organ development, plasma membrane, positive regulation of flower development, protein ubiquitination, protoderm, root, seed, sepal, shoot apex, shoot apical meristem, shoot system, stem, vascular leaf, vascular leaf primordium, vascular leaf senescent stage	true
Gene:2013974	AT1G70940	AT1G70940.1	protein_coding	A regulator of auxin efflux and involved in differential growth. PIN3 is expressed in gravity-sensing tissues, with PIN3 protein accumulating predominantly at the lateral cell surface. PIN3 localizes to the plasma membrane and to vesicles. In roots, PIN3 is expressed without pronounced polarity in tiers two and three of the columella cells, at the basal side of vascular cells, and to the lateral side of pericycle cells of the elongation zone. PIN3 overexpression inhibits root cell growth. Protein phosphorylation plays a role in regulating PIN3 trafficking to  the plasma membrane. The mRNA is cell-to-cell mobile.	ARABIDOPSIS PIN-FORMED 3; ATPIN3; PIN-FORMED 3; PIN3	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, auxin efflux, auxin efflux transmembrane transporter activity, auxin homeostasis, auxin polar transport, carpel, cauline leaf, cell surface, cell-to-cell mobile RNA, collective leaf structure, cotyledon, endoplasmic reticulum, flower, flower pedicel, flowering stage, gravitropism, guard cell, hypocotyl, inflorescence meristem, lateral plasma membrane, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, pattern specification process, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, pollen, pollen tube cell, positive gravitropism, primary root apical meristem, regulation of root meristem growth, response to light stimulus, root, root development, root hair cell, root hair elongation, root hair initiation, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, transmembrane transport, tropism, vascular leaf, vascular leaf senescent stage, vesicle membrane	true
Gene:5019474037	AT1G68310	AT1G68310.2	protein_coding	Encodes a protein that has been shown to specifically interact with a sequence motif, PIEPPPHH, in the cytoplasmic tail of a membrane protein that directs the protein from the ER to vacuoles where it is internalized.  Required for both leaf adaxial–abaxial polarity formation  and normal cell proliferation. It is part of a protein complex with CIA1, NAR1, and MET18, which are highly conserved in eukaryotes and are involved in the biogenesis of cytosolic and nuclear Fe-S proteins.	AE7; AS1/2 ENHANCER7	 nucleus, DNA metabolic process, guard cell, intrachromosomal DNA recombination, iron-sulfur cluster assembly, nucleus, polarity specification of adaxial/abaxial axis, positive regulation of response to DNA damage stimulus, protein maturation by [4Fe-4S] cluster transfer, regulation of cell cycle, regulation of cell population proliferation, vacuolar sorting signal binding	true
Gene:1006228286	AT2G36985	AT2G36985.1	protein_coding	Encodes ROTUNDIFOLIA4, a member of the seed plant-specific family of small peptides, RTFL (ROT FOUR LIKE), characterised by the presence of a 29-amino acid domain: RTF. Expressed in shoot apices, young leaves and flowers. Involved in controlling polarity-dependent cell proliferation.	DEVIL 16; DVL16; ROT4; ROTUNDIFOLIA4	 flower, guard cell, molecular function unknown, plasma membrane, regulation of cell population proliferation, shoot system development, vascular leaf primordium	t
